timeDeltaus,GPSspeedkph,currentSampleHz,timeus,rcCommand0,rcCommand1,rcCommand2,rcCommand3,vbatLatestV,gyroADC0,gyroADC1,gyroADC2,accSmooth0,accSmooth1,accSmooth2,motor0,motor1,motor2,motor3
259819,246.276,3.848833,2590763,0,10,-1,1127,18.446,-2,4,-3,-146,-168,2057,347,343,398,341
140160,246.672,7.134703,2850582,0,22,0,1214,18.305,8,26,1,-7,-13,2739,501,576,476,539
200647,246.96,4.983877,2990742,1,16,14,1242,18.172,8,14,7,-62,-201,3140,552,629,593,542
200140,238.968,4.996502,3191389,4,4,22,1254,18.243,9,12,11,17,155,3350,564,663,601,572
199514,224.028,5.01218,3391529,23,16,25,1236,18.305,9,7,13,54,45,2931,518,579,618,544
261944,208.548,3.81761,3591043,45,26,33,1208,18.305,35,22,18,-93,-153,2626,491,567,497,483
128804,176.22,7.763734,3852987,5,41,1,1194,18.278,2,32,4,-107,-72,2256,476,475,463,520
10287,176.22,97.21007,3981791,0,28,0,1194,18.269,-4,14,-1,-101,-99,2174,450,497,519,468
200397,176.22,4.990095,3992078,0,28,-1,1194,18.269,-4,13,1,-105,-72,2180,462,483,501,488
180137,161.136,5.55133,4192475,-3,51,0,1184,18.358,-5,31,1,-119,-43,2082,437,465,489,461
10083,148.392,99.17683,4372612,-54,1,42,1165,18.296,-47,-14,24,-141,-2,1803,399,400,499,411
209776,148.392,4.76699,4382695,-54,1,42,1165,18.331,-49,-12,24,-159,-4,1804,391,397,502,420
180541,125.604,5.538908,4592471,-93,1,65,1159,18.349,-67,-3,35,-206,134,1765,366,410,464,422
79798,125.604,12.53164,4773012,-93,0,72,1156,18.358,-65,-5,39,-178,168,1640,379,408,451,402
129871,125.604,7.699948,4852810,-76,0,85,1154,18.358,-47,3,48,-231,295,1643,363,404,429,428
190425,115.776,5.251411,4982681,-54,0,110,1151,18.331,-36,-2,62,-230,306,1560,371,398,429,403
10087,107.748,99.1375,5173106,-47,0,115,1172,18.287,-31,-1,65,-212,366,1675,431,423,461,458
200754,107.748,4.981221,5183193,-47,0,115,1173,18.349,-32,-2,66,-228,372,1702,431,413,464,468
199590,100.44,5.010271,5383947,-27,0,83,1201,18.243,-20,1,45,-249,472,2237,486,456,514,536
199978,143.172,5.00055,1.419218e+07,-3,1,-1,1771,14.803,-1,-4,-1,-1066,1454,7028,1535,1584,1687,1604
200464,143.172,4.988427,1.439216e+07,-3,1,-1,1834,14.582,0,4,10,-1447,1177,6088,1725,1644,1702,1838
260299,163.656,3.841736,1.459262e+07,-3,1,0,1895,14.227,3,10,9,-1395,976,-1505,1798,1824,1776,1976
140669,182.844,7.108887,1.485292e+07,-4,1,0,1897,14.395,3,7,4,-1685,770,-3626,1778,1852,1822,1936
199451,199.98,5.013763,1.499359e+07,-4,1,0,1897,14.36,-7,2,-5,-1963,871,-3676,1712,1836,1965,1874
200696,211.716,4.98266,1.519304e+07,-4,1,3,1897,14.404,4,-2,-2,-2068,644,3135,1768,1869,1914,1837
199505,218.592,5.012406,1.539374e+07,-4,1,4,1897,14.413,-5,1,6,-2054,863,3270,1764,1786,1875,1963
260197,224.136,3.843242,1.559324e+07,-4,1,5,1897,14.422,-2,-1,4,-1823,601,4197,1765,1836,1872,1915
140279,226.908,7.128651,1.585344e+07,-4,0,7,1897,14.316,-9,-1,7,-1904,425,-4549,1757,1790,1886,1954
200793,229.86,4.980253,1.599372e+07,-4,0,8,1897,14.44,-7,-1,5,-1801,1032,1318,1737,1803,1901,1946
200016,230.976,4.9996,1.619451e+07,-3,0,12,1897,14.342,-9,-2,9,-2110,847,1198,1732,1792,1895,1968
200032,230.976,4.9992,1.639452e+07,-3,0,13,1897,14.422,-5,-4,10,-1816,117,-316,1760,1768,1910,1950
259957,232.092,3.84679,1.659456e+07,0,-5,8,1889,14.351,-1,-11,-2,-2023,1384,4603,1699,1811,1957,1855
159731,232.272,6.260526,1.685451e+07,0,-4,0,1868,14.466,4,-2,-1,-2220,760,2578,1702,1793,1820,1844
10153,232.2,98.49306,1.701424e+07,0,-5,-1,1840,14.652,1,-4,1,-2262,602,3517,1674,1710,1753,1804
199872,230.724,5.003202,1.70244e+07,0,-5,-1,1840,14.697,0,-7,-6,-2301,662,3053,1624,1716,1848,1756
200892,228.744,4.977799,1.722427e+07,8,-20,-3,1735,15.096,3,-16,3,-2626,313,-4498,1473,1469,1514,1632
199911,223.488,5.002226,1.742516e+07,10,-20,-5,1589,15.601,7,-12,-2,-3144,-223,-369,1169,1228,1223,1346
260379,211.212,3.840555,1.762507e+07,10,-16,-3,1458,15.964,6,-10,-2,-3137,-689,-3027,904,993,990,1040
130885,211.212,7.640295,1.788545e+07,23,-20,-3,1292,16.097,20,-14,4,-2863,-957,-4694,645,732,590,715
210123,196.488,4.759117,1.801634e+07,45,-23,-3,1212,16.257,42,-15,-8,-3047,-1435,-4462,433,728,491,385
190148,159.66,5.259061,1.822646e+07,54,-27,-16,1177,15.956,26,-9,-11,-3519,-3093,-2415,525,854,462,141
200461,159.66,4.988502,1.841661e+07,51,-29,-54,1177,16.23,18,-1,-30,-3278,-3017,-1991,433,768,374,232
270324,144.432,3.699265,1.861707e+07,45,-22,-54,1190,16.035,22,-16,-30,-2878,-2913,-1453,475,662,404,362
130116,131.004,7.68545,1.888739e+07,58,-13,-13,1200,16.195,37,-13,-3,-2380,-2970,-525,565,582,410,426
190227,119.412,5.256877,1.901751e+07,64,-13,-19,1201,16.204,38,-12,-10,-2278,-2904,-118,536,570,450,432
9292,109.512,107.6195,1.920774e+07,78,-13,-52,1216,16.213,55,-10,-32,-2116,-3000,396,556,630,475,451
180058,109.512,5.553766,1.921703e+07,79,-13,-56,1216,16.213,56,-10,-33,-2101,-3009,457,557,638,461,457
10338,100.008,96.73051,1.939709e+07,91,-12,-70,1244,16.186,56,-7,-43,-1932,-3216,1259,553,731,595,445
209842,100.008,4.76549,1.940742e+07,91,-12,-70,1244,16.195,57,-8,-44,-1903,-3215,1282,534,734,625,430
10323,107.892,96.87106,3.416582e+07,1,-16,-1,1566,15.574,-8,-13,6,-922,-1374,4212,1167,1213,1181,1274
200766,107.892,4.980923,3.417614e+07,1,-16,-1,1571,15.433,-11,-22,0,-819,-1435,4250,1250,1180,1305,1142
199906,118.8,5.002351,3.437691e+07,1,-5,-3,1721,14.998,5,3,-11,-1386,-1100,7124,1414,1686,1520,1439
270492,134.604,3.696967,3.457682e+07,1,0,-3,1842,14.324,-3,-2,2,-1751,-1030,7792,1713,1785,1720,1766
129790,181.404,7.704754,3.484731e+07,0,-3,-3,1897,14.183,3,-1,-11,-1907,-847,5370,1730,1979,1901,1777
200183,181.404,4.995429,3.49771e+07,0,-6,-3,1897,14.147,-4,-3,7,-2095,-754,4986,1830,1822,1802,1934
200089,201.24,4.997776,3.517728e+07,0,-7,-3,1897,14.183,6,-3,-8,-2347,-691,-6583,1782,1974,1836,1799
200620,214.596,4.984548,3.537737e+07,0,-11,-3,1897,14.28,0,-13,-3,-2601,-388,-4406,1782,1867,1901,1838
260266,223.704,3.842223,3.557799e+07,0,-23,-3,1897,14.218,5,-11,10,-3040,-340,-6017,1863,1808,1726,1990
140278,229.68,7.128702,3.583826e+07,-1,-6,-3,1897,14.227,15,-7,-1,-3512,-553,1564,1862,1896,1784,1846
199764,233.424,5.005907,3.597853e+07,-1,0,-3,1897,14.236,0,7,1,-3392,64,1612,1764,1847,1805,1972
200540,235.836,4.986536,3.61783e+07,-1,0,-3,1897,14.218,2,-4,-5,-3005,-104,-1570,1780,1864,1901,1842
200413,237.24,4.989696,3.637884e+07,-1,0,-3,1897,14.245,0,-5,0,-2616,-225,-172,1807,1838,1858,1884
260182,237.636,3.843463,3.657925e+07,-1,0,-3,1897,14.254,-2,-1,-7,-2765,-536,-5132,1712,1883,1901,1891
140405,237.348,7.122253,3.683943e+07,-3,0,-3,1886,14.262,1,-1,-3,-2608,-742,199,1756,1852,1839,1844
199927,237.42,5.001826,3.697984e+07,-4,0,-3,1827,14.59,-4,-3,9,-2246,-337,2112,1720,1631,1667,1814
199700,236.196,5.007511,3.717976e+07,-13,0,-3,1703,15.078,-5,1,-5,-2289,85,1822,1375,1527,1466,1481
200824,232.272,4.979485,3.737946e+07,-22,0,-3,1522,15.663,-15,-2,-2,-2158,904,-2167,1044,1066,1136,1182
260081,206.784,3.844956,3.758029e+07,-39,-5,-1,1359,15.84,-30,-3,-1,-1894,1441,-5394,670,749,867,902
140328,206.784,7.126162,3.784037e+07,-63,-13,0,1262,15.973,-44,-8,-3,-2067,2929,-4278,418,481,741,800
199920,185.868,5.002001,3.79807e+07,-68,-17,0,1228,15.938,-62,-16,1,-1945,3910,-3180,274,218,789,906
199843,169.236,5.003928,3.818062e+07,-76,-26,1,1223,15.849,-46,-19,8,-2102,4587,-1408,576,107,771,1041
199816,153.288,5.004604,3.838046e+07,-77,-38,1,1234,15.796,-46,-25,-1,-2471,4322,-226,577,163,798,1050
260201,140.544,3.843183,3.858028e+07,-74,-30,1,1242,15.973,-46,-21,-4,-2552,3400,-569,498,417,631,761
140636,129.564,7.110555,3.884048e+07,-72,-13,14,1267,15.973,-40,-1,10,-2560,3276,329,523,602,656,725
200078,118.872,4.998051,3.898111e+07,-72,-13,22,1290,15.991,-52,-12,15,-2324,3334,1049,568,582,759,793
199811,109.548,5.004729,3.918119e+07,-72,-17,33,1318,15.956,-38,-7,21,-2413,3320,2044,668,699,728,803
129976,100.368,7.693728,4.184473e+07,-40,1,-4,1464,16.097,-28,2,-2,-944,2277,-4480,840,863,1183,1099
211230,100.368,4.734176,4.197471e+07,-48,1,-13,1313,16.346,-43,6,-12,-986,3445,-6301,410,618,927,857
199716,104.868,5.00711,4.218594e+07,-52,1,-4,1207,16.133,-18,8,-2,-550,4993,-4745,130,613,899,934
190226,104.868,5.256905,4.238565e+07,-52,1,-3,1193,16.31,-35,-1,-1,-505,4460,-3826,111,512,872,828
260730,104.616,3.835385,4.257588e+07,-55,0,-3,1194,16.213,-38,-7,-1,-895,4443,-2856,111,339,803,788
139164,106.632,7.185766,4.283661e+07,-58,-1,-1,1226,16.434,-29,-5,7,-1313,4278,-1885,445,167,698,872
200638,105.084,4.984101,4.297577e+07,-59,0,-1,1255,16.257,-30,2,1,-1428,4174,-1125,526,224,726,951
200781,103.788,4.980551,4.317641e+07,-64,0,-1,1292,16.31,-39,-5,7,-1499,4007,-182,683,326,695,998
200379,101.592,4.990543,4.337719e+07,-65,0,0,1321,16.159,-40,-2,-6,-1553,4048,510,651,468,835,969
200071,126.972,4.998226,101965,-1,0,-1,1000,18.606,1,0,1,-60,-89,2033,132,120,108,133
200470,136.872,4.988278,302036,-1,1,-1,1000,18.464,-1,0,1,-65,-91,2038,128,108,117,130
300653,138.6,3.326094,502506,-1,1,-1,1000,18.509,-1,0,-1,-59,-92,2036,119,118,122,114
99155,138.636,10.08522,803159,-1,0,-1,1000,18.579,0,0,-1,-63,-90,2041,116,116,116,116
211010,137.052,4.739112,902314,-1,0,-1,1000,18.553,-1,0,0,-64,-91,2043,118,111,107,122
189252,137.808,5.28396,1113324,-1,0,-1,1000,18.526,-1,0,-2,-64,-92,2039,108,123,126,117
210714,141.048,4.745769,1302576,-1,1,-1,1000,18.526,0,0,0,-61,-94,2044,118,111,113,118
300548,146.376,3.327256,1513290,-1,0,-1,1000,18.526,0,0,1,-61,-89,2039,128,109,107,126
90165,152.856,11.09078,1813838,-1,0,-1,1000,18.526,0,0,0,-62,-90,2044,115,111,108,112
200375,161.676,4.990643,1904003,-1,0,-1,1000,18.571,0,0,0,-61,-90,2042,122,123,107,117
200399,173.34,4.990045,2104378,0,1,-1,1000,18.5,0,0,1,-64,-89,2048,129,107,111,123
199771,187.02,5.005732,2304777,0,1,-1,1000,18.571,0,0,0,-63,-89,2044,127,107,121,124
300249,200.844,3.330569,2504548,0,1,-1,1074,18.455,0,1,0,-77,-91,2055,268,255,239,262
100067,210.456,9.993304,2804797,0,33,0,1212,18.269,-4,23,2,-17,-50,2651,494,523,514,545
200410,216.936,4.989771,2904864,0,22,12,1227,18.305,-7,10,7,3,-101,2818,506,569,570,550
199411,221.004,5.014768,3105274,1,7,20,1253,18.172,-1,0,16,-42,-91,3248,593,586,613,602
200363,223.596,4.990941,3304685,10,4,23,1242,18.322,11,8,10,-84,-129,3324,536,629,582,546
300931,225.432,3.323021,3505048,47,22,30,1221,18.181,32,13,18,-76,-102,2840,519,549,557,510
99189,226.152,10.08176,3805979,8,42,20,1194,18.358,9,31,13,-104,-86,2261,469,495,481,489
201252,226.944,4.968895,3905168,1,39,0,1194,18.34,4,24,-1,-100,-58,2214,470,508,492,464
199486,226.8,5.012883,4106420,0,41,-1,1188,18.402,5,28,0,-121,-33,2174,466,473,486,462
200558,222.444,4.986089,4305906,-32,6,39,1168,18.331,-7,12,16,-90,-4,1906,375,536,441,377
300362,212.724,3.329316,4506464,-90,1,62,1164,18.384,-54,2,34,-169,66,1763,386,471,438,407
100136,199.836,9.986418,4806826,-85,1,80,1156,18.313,-61,-2,46,-207,229,1645,377,390,441,432
199420,185.796,5.014542,4906962,-58,0,103,1151,18.34,-32,2,58,-224,332,1609,369,417,415,397
200720,171.972,4.982065,5106382,-48,0,115,1156,18.322,-27,3,65,-244,356,1556,393,414,419,430
200655,161.028,4.983678,5307102,-39,0,101,1195,18.269,-27,-1,56,-273,465,2098,473,450,505,517
300031,152.064,3.332989,5507757,-6,0,64,1217,18.278,-1,-1,35,-302,485,2381,530,500,526,558
100302,144.432,9.969891,5807788,48,39,52,1273,18.216,34,26,29,-345,528,3424,617,618,659,658
200575,137.448,4.985666,5908090,40,41,51,1284,18.083,28,21,23,-329,470,3473,640,687,704,603
199496,131.688,5.012632,6108665,0,23,11,1326,17.959,7,23,1,-340,466,4232,669,789,742,760
200539,127.08,4.986561,6308161,0,57,0,1293,18.083,-6,27,0,-325,484,3549,654,635,724,683
299405,123.48,3.339958,6508700,0,70,-3,1284,18.101,-4,43,3,-225,433,2918,652,607,682,690
100357,119.592,9.964427,6808105,-3,1,-4,1285,18.225,-3,-6,0,-86,481,2451,650,620,702,674
200764,115.956,4.980973,6908462,-3,1,-15,1296,17.968,1,4,-14,-224,474,2499,617,715,733,662
200306,112.464,4.992362,7109226,0,12,-5,1355,17.79,-1,6,-2,-433,522,3257,767,767,857,798
200038,109.008,4.99905,7309532,0,3,-3,1455,17.418,5,8,-10,-589,612,4673,934,1042,1053,963
300544,104.688,3.3273,7509570,-1,1,7,1654,16.647,-13,-9,12,-844,758,7699,1278,1161,1560,1550
99289,103.608,10.07161,7810114,-3,1,0,1780,15.557,14,4,9,-1279,1025,8858,1677,1611,1566,1626
190747,105.948,5.242546,7909403,-3,1,-1,1806,15.379,15,7,4,-1289,874,7580,1715,1656,1655,1664
199900,110.448,5.002501,8100150,-4,1,-1,1920,14.839,-2,1,17,-1322,964,7631,1970,1778,1844,2024
199943,116.064,5.001425,8300050,-4,10,-1,1914,14.466,-15,4,-23,-1404,1251,5097,1411,1746,2047,1683
310784,122.328,3.217669,8499993,-3,19,-4,1620,16.452,7,10,0,-1002,760,-54,1360,1343,1271,1205
89964,128.232,11.11556,8810777,-7,16,-1,1452,17.321,-5,8,-4,-229,777,-2788,908,919,1139,969
199695,134.1,5.007637,8900741,-13,3,-2,1449,17.285,-11,3,-2,-354,749,-2456,886,920,1086,1017
200770,139.32,4.980824,9100436,-14,1,-1,1413,17.56,-4,-3,0,-854,1286,-2342,846,839,993,946
199501,150.3,5.012506,9301206,-13,1,-1,1409,17.418,-7,1,-3,-1044,1011,-2016,838,851,994,919
299998,166.608,3.333356,9500707,-5,0,0,1407,17.525,-8,0,-1,-1085,669,-1138,808,847,973,958
110226,183.852,9.07227,9800705,-4,-4,0,1403,17.507,-1,-3,2,-1193,967,-583,841,835,936,943
200853,199.188,4.978766,9910931,-4,-17,0,1397,17.551,-3,-12,2,-1464,823,-726,851,818,920,917
199380,208.8,5.015548,1.011178e+07,-3,-23,0,1378,17.56,-5,-16,0,-2056,738,-799,783,784,882,909
200635,215.532,4.984175,1.031116e+07,-3,-16,0,1370,17.542,-3,-8,-2,-2070,844,-410,783,800,856,859
299705,220.176,3.336614,1.05118e+07,-3,-16,3,1363,17.569,3,-6,-1,-2214,539,-253,728,813,835,870
100021,222.984,9.9979,1.08115e+07,-3,-17,16,1346,17.631,1,-11,9,-2484,151,357,714,795,774,827
189908,224.46,5.265708,1.091152e+07,-3,-12,16,1340,17.666,-3,-7,7,-2440,505,305,701,769,802,794
200895,225.72,4.977725,1.110143e+07,-26,-3,30,1310,17.666,-14,-1,14,-2347,373,69,616,738,743,734
199787,225.756,5.005331,1.130233e+07,-102,-1,60,1263,17.728,-79,-2,31,-2163,1506,-381,483,567,704,711
310488,226.8,3.220736,1.150212e+07,-140,-3,82,1244,17.702,-98,-5,56,-1853,3804,166,536,263,643,880
89978,228.168,11.11383,1.18126e+07,-147,-5,130,1312,17.622,-91,-4,73,-720,4640,2644,761,603,668,819
200333,228.672,4.991689,1.190258e+07,-160,-10,143,1316,17.578,-103,-7,80,-270,4662,3081,739,631,684,828
200246,227.844,4.993858,1.210291e+07,-87,31,75,1291,16.576,-55,16,42,79,1749,3433,668,617,694,709
199306,217.836,5.01741,1.230316e+07,-84,44,65,1291,16.496,-46,27,39,11,1389,3374,698,633,641,715
310697,202.212,3.21857,1.250247e+07,-81,44,63,1318,16.47,-51,31,31,28,1447,3725,640,756,729,773
89745,184.212,11.14268,1.281316e+07,-57,48,7,1336,16.452,-39,34,3,-96,1465,4009,689,725,799,823
200783,167.652,4.980501,1.290291e+07,-27,41,3,1340,16.363,-20,24,-2,-250,1336,3920,703,738,857,771
199638,152.244,5.009066,1.310369e+07,-3,32,1,1423,16.115,-4,23,-11,-281,1479,4833,774,980,1068,929
200678,137.844,4.983107,1.330333e+07,11,23,22,1499,15.956,6,13,11,-302,1515,6216,983,1108,1122,1105
299560,125.46,3.338229,1.350401e+07,3,19,18,1546,15.831,1,11,17,-350,1363,6298,1182,1047,1234,1210
100453,114.66,9.954904,1.380357e+07,-2,1,0,1653,15.246,-3,6,8,-708,1287,6337,1296,1416,1311,1496
200060,104.292,4.9985,1.390402e+07,-3,1,-1,1710,15.317,-7,3,-2,-836,1312,4284,1374,1449,1590,1539
300266,100.656,3.33038,1.751037e+07,10,-17,-4,1545,15.654,7,-7,2,-3236,-452,-2591,1120,1136,1112,1268
100540,102.096,9.94629,1.781064e+07,21,-22,-3,1328,16.089,19,-17,1,-3120,-745,-4604,704,787,688,771
200424,104.184,4.989422,1.791118e+07,23,-20,-3,1279,16.204,21,-13,3,-2978,-1093,-4635,614,726,567,665
199601,106.452,5.009995,1.81116e+07,51,-25,-4,1181,16.159,62,-35,-6,-3091,-2121,-4015,590,797,384,108
200537,106.74,4.986611,1.83112e+07,54,-27,-34,1177,16.23,35,-18,-15,-3284,-3104,-2295,622,836,418,122
300869,106.884,3.323706,1.851174e+07,47,-25,-57,1187,16.204,27,-12,-28,-3039,-2953,-1812,504,685,381,312
100484,108.072,9.951833,1.881261e+07,55,-14,-23,1196,16.213,31,-7,-16,-2494,-2957,-776,464,661,429,397
190181,109.224,5.258149,1.891309e+07,60,-13,-13,1200,16.213,39,-13,-6,-2338,-2974,-455,529,612,413,427
200664,111.24,4.983455,1.910327e+07,68,-14,-32,1203,16.062,42,-15,-19,-2218,-2891,103,539,575,469,422
199725,114.408,5.006884,1.930394e+07,85,-13,-63,1231,16.213,57,-11,-37,-2035,-3108,773,585,677,515,453
299167,117.756,3.342615,1.950366e+07,92,-12,-74,1266,16.115,58,-9,-47,-1824,-3281,1637,542,821,717,425
100502,120.132,9.950051,1.980283e+07,96,0,-63,1312,16,60,3,-34,-1219,-3325,3095,569,899,825,560
200289,124.776,4.992785,1.990333e+07,98,0,-63,1333,16.044,61,1,-36,-1027,-3291,3464,537,1009,870,611
200735,135.432,4.981692,2.010362e+07,100,0,-63,1346,16,59,-1,-32,-788,-3249,4000,612,948,925,629
199559,151.02,5.011049,2.030435e+07,105,-3,-69,1368,16.062,75,-8,-30,-567,-3102,4432,769,963,908,645
300162,170.748,3.331534,2.050391e+07,105,0,-75,1375,15.991,65,3,-41,-304,-3066,4811,662,1034,955,688
100551,187.452,9.945202,2.080407e+07,100,0,-57,1395,15.84,61,-4,-29,-201,-2881,5082,759,1002,1015,719
199672,198.828,5.008213,2.090462e+07,96,0,-45,1403,15.92,67,-2,-27,-232,-2777,5078,742,1107,1005,703
200662,188.424,4.983505,2.11043e+07,93,0,-45,1400,15.885,54,-4,-17,-323,-2702,5103,804,955,1000,772
200355,165.924,4.991141,2.130496e+07,72,0,-45,1393,15.929,50,-3,-24,-506,-2460,4938,750,1081,913,735
299356,151.272,3.340504,2.150531e+07,69,-14,-41,1407,15.867,38,-11,-23,-553,-2498,4849,735,1073,1005,775
100299,134.856,9.970189,2.180467e+07,78,-9,-51,1412,15.911,54,-11,-32,-595,-2555,4655,814,1097,977,738
200623,117.684,4.984473,2.190497e+07,79,-8,-57,1397,15.947,52,-3,-29,-553,-2612,4825,823,1019,898,760
200450,103.5,4.988775,2.210559e+07,79,-14,-61,1396,15.982,52,-10,-41,-570,-2566,4355,779,1078,942,704
200080,190.332,4.998001,165239,-1,0,-1,1000,18.517,0,0,1,-57,-85,2036,125,116,107,125
200646,193.464,4.983902,365319,-1,0,-1,1000,18.544,0,0,1,-80,-90,2038,128,111,109,126
320019,195.66,3.124814,565965,-1,0,-1,1000,18.535,-1,0,-1,-61,-93,2040,114,115,119,115
79741,196.344,12.5406,885984,-1,0,-1,1000,18.544,0,0,0,-68,-89,2045,123,114,111,125
200127,196.668,4.996827,965725,-1,0,-1,1000,18.509,0,0,-1,-63,-96,2041,116,125,107,112
200390,195.948,4.990269,1165852,-1,1,-1,1000,18.65,0,0,1,-61,-93,2040,137,109,107,123
200242,195.048,4.993957,1366242,-1,1,-1,1000,18.535,0,0,1,-63,-87,2042,131,107,110,124
310762,194.472,3.217897,1566484,-1,0,-1,1000,18.624,-1,0,-1,-65,-93,2041,112,118,118,113
89249,191.988,11.20461,1877246,-1,0,-1,1000,18.535,0,0,-1,-67,-97,2042,114,119,112,110
200190,188.388,4.995255,1966495,-1,0,-1,1000,18.517,0,0,-1,-64,-89,2044,119,120,111,107
200761,182.916,4.981047,2166685,0,0,-1,1000,18.509,0,0,0,-65,-95,2043,124,111,107,114
199753,176.22,5.006183,2367446,0,1,-1,1000,18.509,0,0,1,-58,-90,2036,137,107,110,118
299869,168.336,3.33479,2567199,0,4,-1,1115,18.367,3,4,-3,-59,-99,2041,324,373,310,329
101179,159.804,9.883474,2867068,0,22,0,1221,18.331,2,18,-4,14,-43,2729,481,578,584,519
199298,150.732,5.017612,2968247,1,17,13,1231,18.243,15,10,9,11,-74,3004,564,609,529,521
201494,143.532,4.962927,3167545,2,4,22,1254,18.243,7,8,9,-64,-116,3368,553,658,622,567
199500,136.044,5.012531,3369039,23,15,25,1237,18.42,11,7,12,-71,-117,3026,521,598,610,537
300762,129.636,3.324888,3568539,47,26,33,1212,18.296,34,21,18,-94,-136,2695,487,544,523,502
99375,123.408,10.06289,3869301,4,41,1,1194,18.305,3,28,-1,-104,-67,2249,465,500,498,472
200042,117.792,4.99895,3968676,0,28,0,1194,18.278,-3,16,0,-128,-174,2176,459,501,498,476
200653,112.104,4.983728,4168718,-1,51,0,1186,18.251,1,35,1,-109,-66,2124,448,485,470,469
190526,105.66,5.248627,4369371,-54,1,42,1165,18.296,-46,-15,24,-131,-7,1808,401,405,494,409
310301,100.872,3.222677,4559897,-93,1,64,1161,18.535,-69,-7,35,-190,92,1764,380,413,465,417
199497,102.06,5.012607,5170070,-47,0,115,1172,18.287,-30,0,65,-213,342,1664,428,432,454,457
200510,108.756,4.987282,5369567,-33,0,83,1200,18.287,-22,1,45,-215,478,2200,485,458,506,535
300196,117.252,3.331157,5570077,-3,1,58,1235,18.207,-5,-3,33,-177,730,2625,567,517,589,603
100287,126.576,9.971382,5870273,47,41,51,1273,18.189,35,32,28,-355,509,3452,611,651,629,657
200502,132.48,4.987481,5970560,5,22,51,1303,17.897,-2,7,37,-297,565,3736,740,624,684,736
200625,137.16,4.984424,6171062,0,41,5,1326,17.897,-7,21,1,-262,138,4013,726,704,801,727
199543,143.856,5.011451,6371687,0,60,-1,1291,18.048,8,46,0,-279,530,3251,632,690,679,686
300496,151.632,3.327831,6571230,0,75,-3,1282,18.039,-2,47,0,-202,432,2767,623,626,695,673
100248,159.228,9.975261,6871726,-3,1,-15,1296,18.039,-3,-4,-4,-268,350,2418,688,624,732,706
189593,166.464,5.274456,6971974,-3,1,-15,1321,18.048,-7,2,-8,-312,451,2794,674,716,762,773
210574,173.952,4.748924,7161567,0,22,-4,1373,17.72,7,16,4,-505,637,3597,840,778,846,868
200116,178.596,4.997102,7372141,0,1,-3,1512,17.135,-11,-12,-3,-617,611,5443,1123,1076,1195,1052
301558,181.8,3.316112,7572257,-1,1,0,1708,16.071,11,-2,0,-939,937,8859,1493,1470,1556,1432
100383,185.004,9.961846,7873815,-3,1,-1,1798,15.335,-5,-8,-3,-1167,879,7258,1604,1640,1781,1612
198743,186.048,5.031624,7974198,-3,1,-1,1842,15.158,-4,4,-2,-1291,788,6856,1604,1689,1856,1840
200746,186.912,4.981419,8172941,-5,2,-1,1929,14.404,-3,10,14,-1414,1179,4223,1915,1821,1844,2047
200111,182.556,4.997227,8373687,-4,15,-4,1805,15.503,-20,14,-10,-1376,1172,3010,1370,1471,1983,1822
300388,174.744,3.329028,8573798,-3,22,-4,1542,17.019,-3,17,10,-801,688,-478,1132,1050,1114,1298
100376,163.872,9.962541,8874186,-12,4,-1,1450,17.33,-6,3,-3,-267,643,-2499,889,956,1082,991
199592,153.504,5.010221,8974562,-13,1,-1,1447,17.436,-9,2,1,-511,1215,-2334,890,909,1055,1041
200665,143.244,4.98343,9174154,-14,1,-1,1410,17.454,-8,2,-2,-987,1101,-2104,817,838,1006,943
199536,133.74,5.011627,9374819,-7,1,0,1409,17.498,-5,1,1,-1111,708,-1456,839,833,976,955
290685,123.228,3.44015,9574355,-4,0,0,1405,17.489,0,-1,-3,-1156,504,-1101,823,869,977,902
100435,114.588,9.956688,9865040,-4,-16,0,1400,17.498,-2,-10,3,-1406,789,-721,845,790,940,954
200365,106.92,4.990892,9965475,-3,-20,0,1395,17.516,1,-10,-4,-1664,766,-423,779,865,934,913
170164,100.692,5.876684,1.486326e+07,-4,1,0,1897,14.422,-2,-5,-9,-1696,855,-4354,1736,1905,1950,1796
170006,173.844,5.882145,1.503343e+07,-4,1,0,1897,14.387,5,1,-7,-2060,734,-6367,1738,1932,1886,1831
170839,189.72,5.853464,1.520343e+07,-5,1,3,1897,14.413,0,8,12,-2096,528,3895,1814,1826,1747,2001
169846,191.808,5.887686,1.537427e+07,-4,1,4,1897,14.404,-7,0,6,-2064,851,2522,1751,1803,1869,1964
129912,181.08,7.697518,1.554412e+07,-4,1,5,1897,14.449,-2,-12,1,-1796,253,-2000,1798,1797,1950,1842
170026,181.08,5.881453,1.567403e+07,-4,1,5,1897,14.502,-2,-3,7,-1815,769,1210,1781,1805,1861,1940
170140,155.556,5.877513,1.584406e+07,-4,0,7,1897,14.316,-6,5,4,-1901,577,-4840,1717,1832,1892,1946
170000,151.704,5.882353,1.60142e+07,-4,0,8,1897,14.422,-5,1,-3,-1824,1153,701,1684,1878,1948,1877
560561,146.736,1.783927,1.61842e+07,-3,0,12,1897,14.342,4,1,9,-2190,703,1949,1759,1834,1844,1950
170098,143.1,5.878964,1.674476e+07,0,-4,2,1879,14.431,6,-4,0,-2166,823,3598,1717,1811,1844,1868
